index,input,name,qty,range_end,unit,comment
56488,3 tablespoons chopped parsley,parsley,3.0,0.0,tablespoon,chopped
56489,"3/4 pound carrots, peeled and sliced",carrots,0.75,0.0,pound,peeled and sliced
56490,"1 bunch leeks,white part only, cleaned and sliced",leeks,1.0,0.0,bunch,"white part only, cleaned and sliced"
56491,1 teaspoon flour or cornstarch,flour,1.0,0.0,teaspoon,or cornstarch
56492,1/4 cup water,water,0.25,0.0,cup,
56493,2 tablespoons butter,butter,2.0,0.0,tablespoon,
56494,Pinch of sugar,sugar,1.0,0.0,pinch,
56495,Salt and freshly ground pepper to taste,Salt and pepper,0.0,0.0,,freshly ground to taste
56496,2 tablespoons olive oil,olive oil,2.0,0.0,tablespoon,
56497,2 tablespoons butter,butter,2.0,0.0,tablespoon,
56498,1 1/2 pounds medium-size sea scallops,sea scallops,1.5,0.0,pound,medium-size
56499,Salt and freshly ground pepper to taste,Salt and pepper,0.0,0.0,,freshly ground to taste
56500,4 tablespoons finely chopped shallots,shallots,4.0,0.0,tablespoon,finely chopped
56501,"4 ripe plum tomatoes, about 1 pound",tomatoes,4.0,0.0,,"ripe plum, about 1 pound"
56502,"1 large egg yolk, lightly beaten",egg,1.0,0.0,,"large yolk, lightly beaten"
56503,"4 to 5 tart apples, like gala or Granny Smith, peeled, cored and quartered",apples,4.0,5.0,,"tart, like gala or Granny Smith, peeled, cored and quartered"
56504,3 tablespoons unsalted butter,unsalted butter,3.0,0.0,tablespoon,
56505,1/2 cup sugar,sugar,0.5,0.0,cup,
56506,"5 tablespoons chilled unsalted butter, cut into small cubes",unsalted butter,5.0,0.0,tablespoon,"chilled, cut into small cubes"
56507,1 tablespoon heavy cream,heavy cream,1.0,0.0,tablespoon,
56508,1/4 teaspoon salt,salt,0.25,0.0,teaspoon,
56509,1 large egg,egg,1.0,0.0,,large
56510,1 cup sifted all-purpose flour,all-purpose flour,1.0,0.0,cup,sifted
56511,2 tablespoons lemon juice,lemon juice,2.0,0.0,tablespoon,
56512,1 bunch fresh sage,sage,1.0,0.0,bunch,fresh
56513,Kosher salt and freshly ground black pepper to taste,salt and black pepper,0.0,0.0,,Kosher freshly ground to taste
56514,1/2 cup dry white wine,dry white wine,0.5,0.0,cup,
56515,1 tablespoon unsalted butter,unsalted butter,1.0,0.0,tablespoon,
56516,4 large Idaho potatoes,potatoes,4.0,0.0,,large Idaho
56517,Kosher salt and freshly ground black pepper to taste,salt and black pepper,0.0,0.0,,Kosher freshly ground to taste
56518,8 tablespoons clarified butter,butter,8.0,0.0,tablespoon,clarified
56519,12 scallions,scallions,12.0,0.0,,
56520,1/2 tablespoon unsalted butter,unsalted butter,0.5,0.0,tablespoon,
56521,1/2 tablespoon olive oil,olive oil,0.5,0.0,tablespoon,
56522,"1/2 teaspoon coarse sea salt, or to taste",salt,0.5,0.0,teaspoon,"coarse sea, or to taste"
56523,6 tablespoons olive oil,olive oil,6.0,0.0,tablespoon,
56524,4 rib veal chops,rib veal chops,4.0,0.0,,
56525,2 to 3 cups shredded cooked chicken,chicken,2.0,3.0,cup,shredded cooked
56526,1 cup chopped cilantro leaves,cilantro leaves,1.0,0.0,cup,chopped
56527,Salt and pepper to taste,Salt and pepper,0.0,0.0,,to taste
56528,Chili powder or paprika to taste,Chili powder,0.0,0.0,,or paprika to taste
56529,1/4 cup extra virgin olive oil,olive oil,0.25,0.0,cup,extra virgin
56530,"1 small clove garlic, peeled",garlic,1.0,0.0,clove,peeled
56531,"4 ounces peeled walnuts, about 1 cup",walnuts,4.0,0.0,ounce,"peeled, about 1 cup"
56532,1/2 teaspoon sugar,sugar,0.5,0.0,teaspoon,
56533,2 ounces French or Italian bread,bread,2.0,0.0,ounce,French or Italian
56534,1 cup milk or stock,milk,1.0,0.0,cup,or stock
56535,"1/8 teaspoon cayenne, or to taste",cayenne or to taste,0.13,0.0,teaspoon,
56536,Juice of 2 limes,Juice of 2 limes,0.0,0.0,,
56537,"1 tablespoon fish sauce (nam pla, available at Asian markets) or soy sauce","fish sauce (nam pla, available at Asian markets)",1.0,0.0,tablespoon,or soy sauce
56538,"1 medium cucumber, peeled, cut in half lengthwise, seeded and diced","medium cucumber, peeled, cut in half lengthwise, seeded and diced",1.0,0.0,,
56539,"1 cup torn fresh mint leaves (trimmed, washed and dried)","torn fresh mint leaves (trimmed, washed and dried)",1.0,0.0,cup,
56540,1/4 cup minced red onion,minced red onion,0.25,0.0,cup,
56541,8 ounces beef tenderloin or sirloin,beef tenderloin,8.0,0.0,ounce,or sirloin
56542,"4 cups torn Boston or romaine lettuce, mesclun or any salad greens mixture (trimmed, washed and dried)","torn Boston lettuce (trimmed, washed and dried)",4.0,0.0,cup,"or romaine, or mesclun or any salad greens mixture"
56543,Lemon juice or balsamic vinegar (optional),lemon juice (optional),0.0,0.0,,or balsamic vinegar
56544,About 1 teaspoon capers (optional),capers (optional),1.0,0.0,teaspoon,
56545,"Anchovy fillets, rinsed if salted","anchovy fillets, rinsed if salted",0.0,0.0,,
56546,Extra virgin olive oil to taste,extra virgin olive oil to taste,0.0,0.0,,
56547,Salt and freshly ground black pepper,salt and freshly ground black pepper,0.0,0.0,,
56548,Juice of 2 or 3 lemons,lemons,2.0,3.0,,Juice of
56549,"4 roasted red or yellow bell peppers, peeled, stemmed and seeded","roasted red bell peppers, peeled, stemmed and seeded",4.0,0.0,,or yellow peppers
56550,"2 tablespoons sherry or balsamic vinegar, or to taste",vinegar,2.0,0.0,tablespoon,"sherry or balsamic, or to taste"
56551,"3 cups coarsely chopped watercress, trimmed, washed and dried",watercress,3.0,0.0,cup,"coarsely chopped, trimmed, washed and dried"
56552,"1/4 cup extra virgin olive oil, more for tossing",olive oil,0.25,0.0,cup,"extra virgin, more for tossing"
56553,Salt and pepper,Salt and pepper,0.0,0.0,,
56554,1/2 cup pearl barley (free of husk),pearl barley,0.5,0.0,cup,free of husk
56555,8 ounces goat cheese,goat cheese,8.0,0.0,ounce,
56556,1/2 teaspoon minced fresh tarragon or 1/4 teaspoon dried,tarragon,0.5,0.0,teaspoon,minced fresh or 1/4 teaspoon dried
56557,Salt and pepper,Salt and pepper,0.0,0.0,,
56558,"4 to 6 cups mesclun or other greens, trimmed, washed and dried",mesclun,4.0,6.0,cup,"or other greens, trimmed, washed and dried"
56559,5 tablespoons sugar,sugar,5.0,0.0,tablespoon,
56560,3 large eggs,eggs,3.0,0.0,,large
56561,3 tablespoons unbleached all-purpose flour,all-purpose flour,3.0,0.0,tablespoon,unbleached
56562,2 cups whole milk,milk,2.0,0.0,cup,whole
56563,"4 medium beets, about 1 1/2 pounds",beets,4.0,0.0,,"medium, about 1 1/2 pounds"
56564,"2 tablespoons extra virgin olive oil, more as necessary",olive oil,2.0,0.0,tablespoon,"extra virgin, more as necessary"
56565,3 tablespoons Armagnac or Cognac,Armagnac,3.0,0.0,tablespoon,or Cognac
56566,1 teaspoon unsalted butter for the baking dish,unsalted butter,1.0,0.0,teaspoon,for the baking dish
56567,1 teaspoon unbleached all-purpose flour for the baking dish,all-purpose flour,1.0,0.0,teaspoon,unbleached for the baking dish
56568,1 cup creme fraiche or heavy cream,creme fraiche,1.0,0.0,cup,or heavy cream
56569,"10 ounces Gruyere cheese, freshly grated",Gruyere cheese,10.0,0.0,ounce,freshly grated
56570,"1 pound dried prunes, pitted",prunes,1.0,0.0,pound,"dried, pitted"
56571,Freshly ground nutmeg and freshly ground black pepper to taste,nutmeg and black pepper,0.0,0.0,,Freshly ground freshly ground to taste
56572,3 bay leaves,bay leaves,3.0,0.0,,
56573,2 cups water,water,2.0,0.0,cup,
56574,Sea salt to taste,Sea salt,0.0,0.0,,to taste
56575,"3 cloves garlic, peeled and minced",garlic,3.0,0.0,clove,peeled and minced
56576,2 cups milk,milk,2.0,0.0,cup,
56577,"5 tomatoes, cored, peeled, seeded and chopped",tomatoes,5.0,0.0,,"cored, peeled, seeded and chopped"
56578,"3 pounds medium-sized russet potatoes, peeled and sliced very thinly",russet potatoes,3.0,0.0,pound,"medium-sized, peeled and sliced very thinly"
56579,5 pounds large boiling potatoes,potatoes,5.0,0.0,pound,large boiling
56580,"2 bottles dry white wine, such as a French Riesling",dry white wine,2.0,0.0,bottle,such as a French Riesling
56581,6 bay leaves,bay leaves,6.0,0.0,,
56582,1 bunch fresh thyme or several teaspoons dried,thyme,1.0,0.0,bunch,fresh or several teaspoons dried
56583,"6 carrots, peeled and quartered",carrots,6.0,0.0,,peeled and quartered
56584,"6 onions, peeled and quartered",onions,6.0,0.0,,peeled and quartered
56585,Sea salt and freshly ground black pepper to taste,Sea salt and black pepper,0.0,0.0,,freshly ground to taste
56586,"1 large, whole head garlic, cloves peeled and halved",garlic,1.0,0.0,head,"large, whole, cloves peeled and halved"
56587,Sea salt and freshly ground black pepper to taste,Sea salt and freshly ground black pepper to taste,0.0,0.0,,
56588,"A small handful of fresh chives, minced","fresh chives, minced",1.0,0.0,handful,
56589,"1 leg of lamb, bone in, 6 to 7 pounds, carefully trimmed of excess fat",leg of lamb,1.0,0.0,,"bone in, 6 to 7 pounds, carefully trimmed of excess fat"
56590,8 slices whole-wheat bread,whole-wheat bread,8.0,0.0,slice,
56591,1/2 cup creme fraiche or sour cream,creme fraiche,0.5,0.0,cup,or sour cream
56592,"4 ounces Comte or Gruyere cheese, freshly grated","Comte or Gruyere cheese, freshly grated",4.0,0.0,ounce,
56593,"3 ounces fresh mushrooms, washed and thinly sliced","fresh mushrooms, washed and thinly sliced",3.0,0.0,ounce,
56594,1 ounce dried morels,dried morels,1.0,0.0,ounce,
56595,1 tablespoon unsalted butter,unsalted butter,1.0,0.0,tablespoon,
56596,1 cup boiling water,water,1.0,0.0,cup,boiling
56597,1/2 cup cold water,water,0.5,0.0,cup,cold
56598,"Whipped topping for garnish, if desired",Whipped topping,0.0,0.0,,"for garnish, if desired"
56599,flour for dusting pan,flour,0.0,0.0,,for dusting pan
56600,"1 package (3-ounce size) gelatin, any flavor",gelatin,1.0,0.0,package,"(3-ounce size), any flavor"
56601,Oil for greasing,Oil,0.0,0.0,,for greasing
56602,1 package (2-layer size) white cake mix or pudding-included cake mix,white cake mix,1.0,0.0,package,(2-layer size) or pudding-included cake mix
56603,1/2 ounce fresh lemon juice,lemon juice,0.5,0.0,ounce,fresh
56604,3/4 ounce fresh grapefruit juice,grapefruit juice,0.75,0.0,ounce,fresh
56605,1/2 ounce crème de cassis,créme de cassis,0.5,0.0,ounce,
56606,1 ounce Plymouth Sloe Gin liqueur,liqueur,1.0,0.0,ounce,Plymouth Sloe Gin
56607,1 cup Arborio rice,Arborio rice,1.0,0.0,cup,
56608,1/4 cup dry white wine,dry white wine,0.25,0.0,cup,
56609,4 tablespoons no-salt-added tomato paste,tomato paste,4.0,0.0,tablespoon,no-salt-added
56610,1 ounce gin,gin,1.0,0.0,ounce,
56611,12 ounces whole yellow or red pepper or 11 ounces ready-cut pepper (2 to 2 1/2 cups),pepper,12.0,0.0,ounce,yellow or red or 11 ounces ready-cut pepper (2 to 2 1/2 cups)
56612,6 ounces smoked mussels,smoked mussels,6.0,0.0,ounce,
56613,3 ounces whole onion or 2 ounces ready-cut onion ( 1/2 cup),onion,3.0,0.0,ounce,whole or 2 ounces ready-cut onion ( 1/2 cup)
56614,Olive oil spray,Olive oil spray,0.0,0.0,,
56615,"4 to 5 cups fish stock, or mixture of fish stock and no-salt-added chicken stock",fish stock,4.0,5.0,cup,or mixture of fish stock and no-salt-added chicken stock
56616,Juice of 1/2 lime,lime,0.5,0.0,,Juice of
56617,"1 small carrot, peeled and halved",carrot,1.0,0.0,,"small, peeled and halved"
56618,"1/2 stalk celery, halved",celery,0.5,0.0,stalk,halved
56619,1 chipotle chili in adobo or small dried ancho chili,chipotle chili,1.0,0.0,,in adobo or small dried ancho chili
56620,1 teaspoon sugar,sugar,1.0,0.0,teaspoon,
56621,Salt,Salt,0.0,0.0,,
56622,1/2 cup basmati rice,basmati rice,0.5,0.0,cup,
56623,1 tablespoon minced scallion,scallion,1.0,0.0,tablespoon,minced
56624,2 teaspoons chopped cilantro,cilantro,2.0,0.0,teaspoon,chopped
56625,1/8 teaspoon black pepper,black pepper,0.13,0.0,teaspoon,
56626,1 ripe mango or avocado,mango,1.0,0.0,,"or avocado, ripe"
56627,"1 small onion, peeled and halved",onion,1.0,0.0,,"small, peeled and halved"
56628,2 teaspoons minced chervil or 1 teaspoon minced basil,chervil,2.0,0.0,teaspoon,minced or 1 teaspoon minced basil
56629,8 ounces small dry black beans,dry black beans,8.0,0.0,ounce,small
56630,5 cups filtered water,water,5.0,0.0,cup,filtered
56631,1 small bay leaf,bay leaf,1.0,0.0,,small
56632,1 teaspoon dried oregano,oregano,1.0,0.0,teaspoon,dried
56633,1 large clove garlic,garlic,1.0,0.0,clove,large
56634,1 ripe honeydew melon,honeydew melon,1.0,0.0,,ripe
56635,1 to 1 1/2 cups buttermilk (or more),buttermilk,1.0,1.5,cup,or more
56636,1 teaspoon salt ( 3/4 teaspoon if using canned broth and milk),salt,1.0,0.0,teaspoon,3/4 teaspoon if using canned broth and milk
56637,1/8 teaspoon cayenne pepper,cayenne pepper,0.13,0.0,teaspoon,
56638,"2 cups filtered water (if using canned broth, substitute milk for water)",water,2.0,0.0,cup,"filtered (if using canned broth, substitute milk for water)"
56639,"10 medium to large ears corn, shucked",corn,10.0,0.0,ear,"medium to large, shucked"
56640,2 cups homemade chicken broth or 1 17-ounce can chicken broth with 1/4 cup filtered water,chicken broth,2.0,0.0,cup,homemade or 1 17-ounce can with 1/4 cup filtered water
56641,"2 sticks cinnamon, broken into pieces",cinnamon,2.0,0.0,stick,broken into pieces
56642,6 tablespoons bourbon (optional),bourbon,6.0,0.0,tablespoon,optional
56643,12 whole cloves,cloves,12.0,0.0,,whole
56644,"6 cups (about 2 bottles) robust, fruity, acidic wine (Beaujolais, cabernet sauvignon, merlot or zinfandel)",robust,6.0,0.0,cup,"(about 2 bottles), fruity, acidic wine (Beaujolais, cabernet sauvignon, merlot or zinfandel)"
56645,12 allspice berries,allspice berries,12.0,0.0,,
56646,1 1/2 quarts unfiltered sweet cider,sweet cider,1.5,0.0,quart,unfiltered
56647,"1 large lemon, cut into 6 wedges",lemon,1.0,0.0,,"large, cut into 6 wedges"
56648,1/2 cup sugar,sugar,0.5,0.0,cup,
56649,Tabasco sauce (optional),Tabasco sauce,0.0,0.0,,optional
56650,"4 cloves garlic, peeled and sliced (2 tablespoons)",garlic,4.0,0.0,clove,peeled and sliced (2 tablespoons)
56651,"1 1/2 pounds kale, collard greens or spinach, leaves cut into 2-inch pieces and stems into 1/2-inch pieces",kale,1.5,0.0,pound,"collard greens or spinach, leaves cut into 2-inch pieces and stems into 1/2-inch pieces"
56652,"2 onions (8 ounces), peeled and cut into 1-inch pieces",onions,2.0,0.0,,"(8 ounces), peeled and cut into 1-inch pieces"
56653,"8 ounces rind and trimmings from Virginia ham, pancetta or bacon, cut into 3/4-inch pieces",Virginia ham,8.0,0.0,ounce,"rind and trimmings from, pancetta or bacon, cut into 3/4-inch pieces"
56654,"1 jalapeno pepper, seeded and coarsely chopped, (optional)",jalapeno pepper,1.0,0.0,,"seeded and coarsely chopped, (optional)"
56655,1 teaspoon salt,salt,1.0,0.0,teaspoon,
56656,6 cups cold water,water,6.0,0.0,cup,cold
56657,1 pound dry black-eyed peas,black-eyed peas,1.0,0.0,pound,dry
56658,"6 lettuce leaves, for garnish",lettuce leaves,6.0,0.0,,for garnish
56659,1 teaspoon sugar,sugar,1.0,0.0,teaspoon,
56660,1/2 teaspoon salt,salt,0.5,0.0,teaspoon,
56661,3/4 teaspoon freshly ground black pepper,black pepper,0.75,0.0,teaspoon,freshly ground
56662,1/2 cup sour cream,sour cream,0.5,0.0,cup,
56663,1 1/2 tablespoons lemon juice,lemon juice,1.5,0.0,tablespoon,
56664,2 medium-size Red Delicious apples (12 ounces),apples,2.0,0.0,,medium-size Red Delicious (12 ounces)
56665,"6 ribs celery (about 8 ounces), as white as possible",celery rib,6.0,0.0,,"(about 8 ounces), as white as possible"
56666,Salt and freshly ground pepper,Salt and pepper,0.0,0.0,,freshly ground
56667,1/2 cup orange juice (approximately),orange juice,0.5,0.0,cup,approximately
56668,3 cups dried crumbled pumpernickel bread,pumpernickel bread,3.0,0.0,cup,dried crumbled
56669,"1 pear, peeled, cored and chopped",pear,1.0,0.0,,"peeled, cored and chopped"
56670,"1 persimmon, peeled and chopped",persimmon,1.0,0.0,,peeled and chopped
56671,1 cup raisins,raisins,1.0,0.0,cup,
56672,2/3 cup finely chopped walnuts,walnuts,0.67,0.0,cup,finely chopped
56673,1 tablespoon freshly grated orange peel,orange peel,1.0,0.0,tablespoon,freshly grated
56674,1 teaspoon ground coriander,coriander,1.0,0.0,teaspoon,ground
56675,"1 apple, peeled, cored and chopped",apple,1.0,0.0,,"peeled, cored and chopped"
56676,3 tablespoons butter,butter,3.0,0.0,tablespoon,
56677,1 cup minced onion,onion,1.0,0.0,cup,minced
56678,1 cup chopped onion,onion,1.0,0.0,cup,chopped
56679,"8 ounces mushrooms, sliced",mushrooms,8.0,0.0,ounce,sliced
56680,2 tablespoons minced scallions,scallions,2.0,0.0,tablespoon,minced
56681,"1 clove garlic, minced",garlic,1.0,0.0,clove,minced
56682,4 tablespoons chopped parsley,parsley,4.0,0.0,tablespoon,chopped
56683,1 teaspoon minced thyme,thyme,1.0,0.0,teaspoon,minced
56684,3 cups finely crumbled stale bread,bread,3.0,0.0,cup,finely crumbled stale
56685,Salt and freshly ground black pepper,Salt and black pepper,0.0,0.0,,freshly ground
56686,1 tablespoon vegetable oil,vegetable oil,1.0,0.0,tablespoon,
56687,2 tablespoons butter,butter,2.0,0.0,tablespoon,
56688,Salt and freshly ground pepper,Salt and pepper,0.0,0.0,,freshly ground
56689,1 cup whole buckwheat groats,buckwheat groats,1.0,0.0,cup,whole
56690,"1 egg, beaten",egg,1.0,0.0,,beaten
56691,2 cups chicken stock,chicken stock,2.0,0.0,cup,
56692,5 cups diced dried cornbread,cornbread,5.0,0.0,cup,diced dried
56693,6 tablespoons chicken stock (approximately),chicken stock,6.0,0.0,tablespoon,approximately
56694,1 1/2 cups chopped peeled winter squash or pumpkin,winter squash,1.5,0.0,cup,chopped peeled or pumpkin
56695,1 cup chopped red pepper,red pepper,1.0,0.0,cup,chopped
56696,1/2 cup minced scallions,scallions,0.5,0.0,cup,minced
56697,2 tablespoons minced fresh hot green chili pepper (canned jalapeno peppers can be substituted),hot green chili pepper,2.0,0.0,tablespoon,minced fresh (canned jalapeno peppers can be substituted)
56698,2 tablespoons olive oil,olive oil,2.0,0.0,tablespoon,
56699,1 1/2 cups chopped onion,onion,1.5,0.0,cup,chopped
56700,Cooked rice (optional),rice,0.0,0.0,,Cooked (optional)
56701,"3 cloves garlic, peeled and sliced",garlic,3.0,0.0,clove,peeled and sliced
56702,"2 heads fennel, halved through the core and sliced",fennel,2.0,0.0,head,halved through the core and sliced
56703,"2 leeks, white and light green parts only, halved lengthwise and sliced",leeks,2.0,0.0,,"white and light green parts only, halved lengthwise and sliced"
56704,1/3 cup chopped green olives,green olives,0.33,0.0,cup,chopped
56705,"1/4 cup green, Tuscan-style olive oil",olive oil,0.25,0.0,cup,"green, Tuscan-style"
56706,1 tablespoon Champagne vinegar,Champagne vinegar,1.0,0.0,tablespoon,
56707,1/4 cup lemon juice,lemon juice,0.25,0.0,cup,
56708,1 cup white wine,white wine,1.0,0.0,cup,
56709,2 sprigs rosemary,rosemary,2.0,0.0,sprig,
56710,Salt,Salt,0.0,0.0,,
56711,1 tablespoon vegetable oil,vegetable oil,1.0,0.0,tablespoon,
56712,1/2 teaspoon coriander,coriander,0.5,0.0,teaspoon,
56713,2 1/2 pounds pork belly,pork belly,2.5,0.0,pound,
56714,2 teaspoons black peppercorns,black peppercorns,2.0,0.0,teaspoon,
56715,1/8 teaspoon chili flakes,chili flakes,0.13,0.0,teaspoon,
56716,1/2 teaspoon fennel seed,fennel seed,0.5,0.0,teaspoon,
56717,"8 ounces button or crimini mushrooms, stems removed and caps sliced",mushrooms,8.0,0.0,ounce,"button or crimini, stems removed and caps sliced"
56718,Salt and freshly ground black pepper,Salt and black pepper,0.0,0.0,,freshly ground
56719,2 tablespoons vegetable oil,vegetable oil,2.0,0.0,tablespoon,
56720,Cooked and buttered egg noodles (optional),noodles,0.0,0.0,,Cooked and buttered egg (optional)
56721,2 tablespoons butter,butter,2.0,0.0,tablespoon,
56722,* cup yogurt,yogurt,0.75,0.0,cup,
56723,1 teaspoon Dijon mustard,Dijon mustard,1.0,0.0,teaspoon,
56724,1/2 cup white wine,white wine,0.5,0.0,cup,
56725,"3 medium yellow onions, peeled and sliced",yellow onions,3.0,0.0,,"medium, peeled and sliced"
56726,2 teaspoons Dijon-style mustard,Dijon-style mustard,2.0,0.0,teaspoon,
56727,Salt and freshly ground pepper to taste,Salt and pepper,0.0,0.0,,freshly ground to taste
56728,3 tablespoons olive oil,olive oil,3.0,0.0,tablespoon,
